,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,CPI
670,CAN,CPI,TOT,AGRWTH,A,1945,0.6416132
671,CAN,CPI,TOT,AGRWTH,A,1946,3.096539
672,CAN,CPI,TOT,AGRWTH,A,1947,9.010601
673,CAN,CPI,TOT,AGRWTH,A,1948,14.26256
674,CAN,CPI,TOT,AGRWTH,A,1949,3.475177
675,CAN,CPI,TOT,AGRWTH,A,1950,2.673064
676,CAN,CPI,TOT,AGRWTH,A,1951,10.5474
677,CAN,CPI,TOT,AGRWTH,A,1952,2.596618
678,CAN,CPI,TOT,AGRWTH,A,1953,-1.000589
679,CAN,CPI,TOT,AGRWTH,A,1954,0.6539834
680,CAN,CPI,TOT,AGRWTH,A,1955,0.1772002
681,CAN,CPI,TOT,AGRWTH,A,1956,1.356132
682,CAN,CPI,TOT,AGRWTH,A,1957,3.315881
683,CAN,CPI,TOT,AGRWTH,A,1958,2.364865
684,CAN,CPI,TOT,AGRWTH,A,1959,1.210121
685,CAN,CPI,TOT,AGRWTH,A,1960,1.358696
686,CAN,CPI,TOT,AGRWTH,A,1961,1.018767
687,CAN,CPI,TOT,AGRWTH,A,1962,1.061571
688,CAN,CPI,TOT,AGRWTH,A,1963,1.628151
689,CAN,CPI,TOT,AGRWTH,A,1964,1.912145
690,CAN,CPI,TOT,AGRWTH,A,1965,2.332657
691,CAN,CPI,TOT,AGRWTH,A,1966,3.815659
692,CAN,CPI,TOT,AGRWTH,A,1967,3.579952
693,CAN,CPI,TOT,AGRWTH,A,1968,4.0553
694,CAN,CPI,TOT,AGRWTH,A,1969,4.561559
695,CAN,CPI,TOT,AGRWTH,A,1970,3.34604
696,CAN,CPI,TOT,AGRWTH,A,1971,2.704918
697,CAN,CPI,TOT,AGRWTH,A,1972,4.988029
698,CAN,CPI,TOT,AGRWTH,A,1973,7.487647
699,CAN,CPI,TOT,AGRWTH,A,1974,10.99717
700,CAN,CPI,TOT,AGRWTH,A,1975,10.67219
701,CAN,CPI,TOT,AGRWTH,A,1976,7.541739
702,CAN,CPI,TOT,AGRWTH,A,1977,7.976445
703,CAN,CPI,TOT,AGRWTH,A,1978,8.973723
704,CAN,CPI,TOT,AGRWTH,A,1979,9.144677
705,CAN,CPI,TOT,AGRWTH,A,1980,10.12922
706,CAN,CPI,TOT,AGRWTH,A,1981,12.47161
707,CAN,CPI,TOT,AGRWTH,A,1982,10.76897
708,CAN,CPI,TOT,AGRWTH,A,1983,5.863588
709,CAN,CPI,TOT,AGRWTH,A,1984,4.304778
710,CAN,CPI,TOT,AGRWTH,A,1985,3.962031
711,CAN,CPI,TOT,AGRWTH,A,1986,4.194786
712,CAN,CPI,TOT,AGRWTH,A,1987,4.356109
713,CAN,CPI,TOT,AGRWTH,A,1988,4.028234
714,CAN,CPI,TOT,AGRWTH,A,1989,4.983622
715,CAN,CPI,TOT,AGRWTH,A,1990,4.780477
716,CAN,CPI,TOT,AGRWTH,A,1991,5.625864
717,CAN,CPI,TOT,AGRWTH,A,1992,1.490133
718,CAN,CPI,TOT,AGRWTH,A,1993,1.865079
719,CAN,CPI,TOT,AGRWTH,A,1994,0.1655629
720,CAN,CPI,TOT,AGRWTH,A,1995,2.14876
721,CAN,CPI,TOT,AGRWTH,A,1996,1.570531
722,CAN,CPI,TOT,AGRWTH,A,1997,1.621216
723,CAN,CPI,TOT,AGRWTH,A,1998,0.9959425
724,CAN,CPI,TOT,AGRWTH,A,1999,1.734843
725,CAN,CPI,TOT,AGRWTH,A,2000,2.71944
726,CAN,CPI,TOT,AGRWTH,A,2001,2.52512
727,CAN,CPI,TOT,AGRWTH,A,2002,2.258394
728,CAN,CPI,TOT,AGRWTH,A,2003,2.758563
729,CAN,CPI,TOT,AGRWTH,A,2004,1.857259
730,CAN,CPI,TOT,AGRWTH,A,2005,2.213552
731,CAN,CPI,TOT,AGRWTH,A,2006,2.002025
732,CAN,CPI,TOT,AGRWTH,A,2007,2.138384
733,CAN,CPI,TOT,AGRWTH,A,2008,2.370271
734,CAN,CPI,TOT,AGRWTH,A,2009,0.2994668
735,CAN,CPI,TOT,AGRWTH,A,2010,1.776872
736,CAN,CPI,TOT,AGRWTH,A,2011,2.912135
737,CAN,CPI,TOT,AGRWTH,A,2012,1.515678
738,CAN,CPI,TOT,AGRWTH,A,2013,0.9382919
739,CAN,CPI,TOT,AGRWTH,A,2014,1.906636
740,CAN,CPI,TOT,AGRWTH,A,2015,1.125241
741,CAN,CPI,TOT,AGRWTH,A,2016,1.42876
742,CAN,CPI,TOT,AGRWTH,A,2017,1.596884
743,CAN,CPI,TOT,AGRWTH,A,2018,2.268226
744,CAN,CPI,TOT,AGRWTH,A,2019,1.949269
745,CAN,CPI,TOT,AGRWTH,A,2020,0.7169997
746,CAN,CPI,TOT,AGRWTH,A,2021,3.395193
747,CAN,CPI,TOT,AGRWTH,A,2022,6.802801
8163,CAN,CPI,ENRG,AGRWTH,Q,1962-Q1,0.0
8164,CAN,CPI,ENRG,AGRWTH,Q,1962-Q2,0.0
8165,CAN,CPI,ENRG,AGRWTH,Q,1962-Q3,-0.5813953
8166,CAN,CPI,ENRG,AGRWTH,Q,1962-Q4,-1.166181
8167,CAN,CPI,ENRG,AGRWTH,Q,1963-Q1,-2.318841
8168,CAN,CPI,ENRG,AGRWTH,Q,1963-Q2,-0.877193
8169,CAN,CPI,ENRG,AGRWTH,Q,1963-Q3,-2.339181
8170,CAN,CPI,ENRG,AGRWTH,Q,1963-Q4,-0.8849558
8171,CAN,CPI,ENRG,AGRWTH,Q,1964-Q1,0.0
8172,CAN,CPI,ENRG,AGRWTH,Q,1964-Q2,0.0
8173,CAN,CPI,ENRG,AGRWTH,Q,1964-Q3,1.497006
8174,CAN,CPI,ENRG,AGRWTH,Q,1964-Q4,0.0
8175,CAN,CPI,ENRG,AGRWTH,Q,1965-Q1,0.2967359
8176,CAN,CPI,ENRG,AGRWTH,Q,1965-Q2,-0.2949853
8177,CAN,CPI,ENRG,AGRWTH,Q,1965-Q3,-0.5899705
8178,CAN,CPI,ENRG,AGRWTH,Q,1965-Q4,0.8928571
8179,CAN,CPI,ENRG,AGRWTH,Q,1966-Q1,0.295858
8180,CAN,CPI,ENRG,AGRWTH,Q,1966-Q2,1.183432
8181,CAN,CPI,ENRG,AGRWTH,Q,1966-Q3,1.48368
8182,CAN,CPI,ENRG,AGRWTH,Q,1966-Q4,1.769912
8183,CAN,CPI,ENRG,AGRWTH,Q,1967-Q1,2.064897
8184,CAN,CPI,ENRG,AGRWTH,Q,1967-Q2,4.97076
8185,CAN,CPI,ENRG,AGRWTH,Q,1967-Q3,4.678362
8186,CAN,CPI,ENRG,AGRWTH,Q,1967-Q4,3.478261
8187,CAN,CPI,ENRG,AGRWTH,Q,1968-Q1,4.33526
8188,CAN,CPI,ENRG,AGRWTH,Q,1968-Q2,2.506964
8189,CAN,CPI,ENRG,AGRWTH,Q,1968-Q3,3.631285
8190,CAN,CPI,ENRG,AGRWTH,Q,1968-Q4,4.201681
8191,CAN,CPI,ENRG,AGRWTH,Q,1969-Q1,3.878116
8192,CAN,CPI,ENRG,AGRWTH,Q,1969-Q2,1.902174
8193,CAN,CPI,ENRG,AGRWTH,Q,1969-Q3,1.886792
8194,CAN,CPI,ENRG,AGRWTH,Q,1969-Q4,2.419355
8195,CAN,CPI,ENRG,AGRWTH,Q,1970-Q1,2.4
8196,CAN,CPI,ENRG,AGRWTH,Q,1970-Q2,4.0
8197,CAN,CPI,ENRG,AGRWTH,Q,1970-Q3,3.174603
8198,CAN,CPI,ENRG,AGRWTH,Q,1970-Q4,2.887139
8199,CAN,CPI,ENRG,AGRWTH,Q,1971-Q1,3.645833
8200,CAN,CPI,ENRG,AGRWTH,Q,1971-Q2,5.384615
8201,CAN,CPI,ENRG,AGRWTH,Q,1971-Q3,5.384615
8202,CAN,CPI,ENRG,AGRWTH,Q,1971-Q4,5.357143
8203,CAN,CPI,ENRG,AGRWTH,Q,1972-Q1,5.025126
8204,CAN,CPI,ENRG,AGRWTH,Q,1972-Q2,2.189781
8205,CAN,CPI,ENRG,AGRWTH,Q,1972-Q3,2.189781
8206,CAN,CPI,ENRG,AGRWTH,Q,1972-Q4,1.694915
8207,CAN,CPI,ENRG,AGRWTH,Q,1973-Q1,4.30622
8208,CAN,CPI,ENRG,AGRWTH,Q,1973-Q2,5.714286
8209,CAN,CPI,ENRG,AGRWTH,Q,1973-Q3,10.71429
8210,CAN,CPI,ENRG,AGRWTH,Q,1973-Q4,15.71429
8211,CAN,CPI,ENRG,AGRWTH,Q,1974-Q1,14.22018
8212,CAN,CPI,ENRG,AGRWTH,Q,1974-Q2,17.79279
8213,CAN,CPI,ENRG,AGRWTH,Q,1974-Q3,16.77419
8214,CAN,CPI,ENRG,AGRWTH,Q,1974-Q4,11.93416
8215,CAN,CPI,ENRG,AGRWTH,Q,1975-Q1,12.249
8216,CAN,CPI,ENRG,AGRWTH,Q,1975-Q2,9.369025
8217,CAN,CPI,ENRG,AGRWTH,Q,1975-Q3,14.5488
8218,CAN,CPI,ENRG,AGRWTH,Q,1975-Q4,18.38235
8219,CAN,CPI,ENRG,AGRWTH,Q,1976-Q1,20.03578
8220,CAN,CPI,ENRG,AGRWTH,Q,1976-Q2,18.70629
8221,CAN,CPI,ENRG,AGRWTH,Q,1976-Q3,11.57556
8222,CAN,CPI,ENRG,AGRWTH,Q,1976-Q4,11.95652
8223,CAN,CPI,ENRG,AGRWTH,Q,1977-Q1,11.02832
8224,CAN,CPI,ENRG,AGRWTH,Q,1977-Q2,13.84389
8225,CAN,CPI,ENRG,AGRWTH,Q,1977-Q3,12.53602
8226,CAN,CPI,ENRG,AGRWTH,Q,1977-Q4,11.2344
8227,CAN,CPI,ENRG,AGRWTH,Q,1978-Q1,10.06711
8228,CAN,CPI,ENRG,AGRWTH,Q,1978-Q2,8.538163
8229,CAN,CPI,ENRG,AGRWTH,Q,1978-Q3,9.475032
8230,CAN,CPI,ENRG,AGRWTH,Q,1978-Q4,9.102244
8231,CAN,CPI,ENRG,AGRWTH,Q,1979-Q1,9.634147
8232,CAN,CPI,ENRG,AGRWTH,Q,1979-Q2,8.224076
8233,CAN,CPI,ENRG,AGRWTH,Q,1979-Q3,9.122807
8234,CAN,CPI,ENRG,AGRWTH,Q,1979-Q4,11.88571
8235,CAN,CPI,ENRG,AGRWTH,Q,1980-Q1,13.34816
8236,CAN,CPI,ENRG,AGRWTH,Q,1980-Q2,15.7489
8237,CAN,CPI,ENRG,AGRWTH,Q,1980-Q3,15.3269
8238,CAN,CPI,ENRG,AGRWTH,Q,1980-Q4,19.5097
8239,CAN,CPI,ENRG,AGRWTH,Q,1981-Q1,25.71148
8240,CAN,CPI,ENRG,AGRWTH,Q,1981-Q2,29.87631
8241,CAN,CPI,ENRG,AGRWTH,Q,1981-Q3,35.03717
8242,CAN,CPI,ENRG,AGRWTH,Q,1981-Q4,29.40171
8243,CAN,CPI,ENRG,AGRWTH,Q,1982-Q1,24.12178
8244,CAN,CPI,ENRG,AGRWTH,Q,1982-Q2,22.1978
8245,CAN,CPI,ENRG,AGRWTH,Q,1982-Q3,17.82519
8246,CAN,CPI,ENRG,AGRWTH,Q,1982-Q4,15.85205
8247,CAN,CPI,ENRG,AGRWTH,Q,1983-Q1,10.44025
8248,CAN,CPI,ENRG,AGRWTH,Q,1983-Q2,5.8753
8249,CAN,CPI,ENRG,AGRWTH,Q,1983-Q3,9.345795
8250,CAN,CPI,ENRG,AGRWTH,Q,1983-Q4,5.644242
8251,CAN,CPI,ENRG,AGRWTH,Q,1984-Q1,8.371299
8252,CAN,CPI,ENRG,AGRWTH,Q,1984-Q2,6.568516
8253,CAN,CPI,ENRG,AGRWTH,Q,1984-Q3,2.029915
8254,CAN,CPI,ENRG,AGRWTH,Q,1984-Q4,5.288721
8255,CAN,CPI,ENRG,AGRWTH,Q,1985-Q1,5.727798
8256,CAN,CPI,ENRG,AGRWTH,Q,1985-Q2,6.695005
8257,CAN,CPI,ENRG,AGRWTH,Q,1985-Q3,4.659686
8258,CAN,CPI,ENRG,AGRWTH,Q,1985-Q4,5.279344
8259,CAN,CPI,ENRG,AGRWTH,Q,1986-Q1,2.335984
8260,CAN,CPI,ENRG,AGRWTH,Q,1986-Q2,-8.167331
8261,CAN,CPI,ENRG,AGRWTH,Q,1986-Q3,-9.654827
8262,CAN,CPI,ENRG,AGRWTH,Q,1986-Q4,-12.99903
8263,CAN,CPI,ENRG,AGRWTH,Q,1987-Q1,-9.713453
8264,CAN,CPI,ENRG,AGRWTH,Q,1987-Q2,3.958785
8265,CAN,CPI,ENRG,AGRWTH,Q,1987-Q3,8.084164
8266,CAN,CPI,ENRG,AGRWTH,Q,1987-Q4,9.848908
8267,CAN,CPI,ENRG,AGRWTH,Q,1988-Q1,4.464766
8268,CAN,CPI,ENRG,AGRWTH,Q,1988-Q2,1.930099
8269,CAN,CPI,ENRG,AGRWTH,Q,1988-Q3,-0.7172131
8270,CAN,CPI,ENRG,AGRWTH,Q,1988-Q4,-3.056546
8271,CAN,CPI,ENRG,AGRWTH,Q,1989-Q1,-1.132853
8272,CAN,CPI,ENRG,AGRWTH,Q,1989-Q2,2.558854
8273,CAN,CPI,ENRG,AGRWTH,Q,1989-Q3,5.366357
8274,CAN,CPI,ENRG,AGRWTH,Q,1989-Q4,7.041513
8275,CAN,CPI,ENRG,AGRWTH,Q,1990-Q1,9.583333
8276,CAN,CPI,ENRG,AGRWTH,Q,1990-Q2,7.884232
8277,CAN,CPI,ENRG,AGRWTH,Q,1990-Q3,6.953967
8278,CAN,CPI,ENRG,AGRWTH,Q,1990-Q4,15.46392
8279,CAN,CPI,ENRG,AGRWTH,Q,1991-Q1,12.11977
8280,CAN,CPI,ENRG,AGRWTH,Q,1991-Q2,4.949121
8281,CAN,CPI,ENRG,AGRWTH,Q,1991-Q3,6.501832
8282,CAN,CPI,ENRG,AGRWTH,Q,1991-Q4,-3.061224
8283,CAN,CPI,ENRG,AGRWTH,Q,1992-Q1,-3.221704
8284,CAN,CPI,ENRG,AGRWTH,Q,1992-Q2,0.9255179
8285,CAN,CPI,ENRG,AGRWTH,Q,1992-Q3,0.9028375
8286,CAN,CPI,ENRG,AGRWTH,Q,1992-Q4,2.631579
8287,CAN,CPI,ENRG,AGRWTH,Q,1993-Q1,2.671923
8288,CAN,CPI,ENRG,AGRWTH,Q,1993-Q2,2.532751
8289,CAN,CPI,ENRG,AGRWTH,Q,1993-Q3,0.1704303
8290,CAN,CPI,ENRG,AGRWTH,Q,1993-Q4,-0.3846154
8291,CAN,CPI,ENRG,AGRWTH,Q,1994-Q1,-1.365188
8292,CAN,CPI,ENRG,AGRWTH,Q,1994-Q2,-0.04258944
8293,CAN,CPI,ENRG,AGRWTH,Q,1994-Q3,2.211825
8294,CAN,CPI,ENRG,AGRWTH,Q,1994-Q4,1.458601
8295,CAN,CPI,ENRG,AGRWTH,Q,1995-Q1,2.249135
8296,CAN,CPI,ENRG,AGRWTH,Q,1995-Q2,3.110354
8297,CAN,CPI,ENRG,AGRWTH,Q,1995-Q3,-0.2080732
8298,CAN,CPI,ENRG,AGRWTH,Q,1995-Q4,0.1268499
8299,CAN,CPI,ENRG,AGRWTH,Q,1996-Q1,1.269036
8300,CAN,CPI,ENRG,AGRWTH,Q,1996-Q2,2.933884
8301,CAN,CPI,ENRG,AGRWTH,Q,1996-Q3,1.668057
8302,CAN,CPI,ENRG,AGRWTH,Q,1996-Q4,5.785473
8303,CAN,CPI,ENRG,AGRWTH,Q,1997-Q1,6.015038
8304,CAN,CPI,ENRG,AGRWTH,Q,1997-Q2,0.3211562
8305,CAN,CPI,ENRG,AGRWTH,Q,1997-Q3,3.527482
8306,CAN,CPI,ENRG,AGRWTH,Q,1997-Q4,-0.07984032
8307,CAN,CPI,ENRG,AGRWTH,Q,1998-Q1,-4.255319
8308,CAN,CPI,ENRG,AGRWTH,Q,1998-Q2,-3.041216
8309,CAN,CPI,ENRG,AGRWTH,Q,1998-Q3,-4.992076
8310,CAN,CPI,ENRG,AGRWTH,Q,1998-Q4,-3.915302
8311,CAN,CPI,ENRG,AGRWTH,Q,1999-Q1,-1.893004
8312,CAN,CPI,ENRG,AGRWTH,Q,1999-Q2,3.012794
8313,CAN,CPI,ENRG,AGRWTH,Q,1999-Q3,9.090909
8314,CAN,CPI,ENRG,AGRWTH,Q,1999-Q4,12.55717
8315,CAN,CPI,ENRG,AGRWTH,Q,2000-Q1,18.95973
8316,CAN,CPI,ENRG,AGRWTH,Q,2000-Q2,15.70513
8317,CAN,CPI,ENRG,AGRWTH,Q,2000-Q3,14.90826
8318,CAN,CPI,ENRG,AGRWTH,Q,2000-Q4,15.58921
8319,CAN,CPI,ENRG,AGRWTH,Q,2001-Q1,6.734838
8320,CAN,CPI,ENRG,AGRWTH,Q,2001-Q2,12.60388
8321,CAN,CPI,ENRG,AGRWTH,Q,2001-Q3,3.559548
8322,CAN,CPI,ENRG,AGRWTH,Q,2001-Q4,-8.884627
8323,CAN,CPI,ENRG,AGRWTH,Q,2002-Q1,-5.351833
8324,CAN,CPI,ENRG,AGRWTH,Q,2002-Q2,-8.671587
8325,CAN,CPI,ENRG,AGRWTH,Q,2002-Q3,-1.606168
8326,CAN,CPI,ENRG,AGRWTH,Q,2002-Q4,8.839004
8327,CAN,CPI,ENRG,AGRWTH,Q,2003-Q1,17.48691
8328,CAN,CPI,ENRG,AGRWTH,Q,2003-Q2,6.195286
8329,CAN,CPI,ENRG,AGRWTH,Q,2003-Q3,6.921319
8330,CAN,CPI,ENRG,AGRWTH,Q,2003-Q4,1.579117
8331,CAN,CPI,ENRG,AGRWTH,Q,2004-Q1,-2.792632
8332,CAN,CPI,ENRG,AGRWTH,Q,2004-Q2,11.82625
8333,CAN,CPI,ENRG,AGRWTH,Q,2004-Q3,7.51145
8334,CAN,CPI,ENRG,AGRWTH,Q,2004-Q4,11.10406
8335,CAN,CPI,ENRG,AGRWTH,Q,2005-Q1,8.037897
